,current_complaint_category,days_open,incident_location,cr_id
62479,MISCELLANEOUS,62,STREET,1061063
62480,EXCESSIVE FORCE / ON DUTY - INJURY,69,"SCHOOL, PUBLIC, GROUNDS",1059631
62481,CLOSED HAND STRIKE (PUNCH),378,OTHER,1059625
62482,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,549,STREET,1058654
62483,MISUSE OF DEPARTMENT EQUIPMENT / SUPPLIES,336,POLICE FACILITY/VEH PARKING LOT,1059385
62484,EXCESSIVE FORCE / ON DUTY - INJURY,261,VACANT LOT/LAND,1059366
62485,EXCESSIVE FORCE / ON DUTY - NO INJURY,160,SIDEWALK,1059644
62486,"RACIAL / ETHNIC, ETC.",67,RESIDENCE,1059643
62487,STALKING,765,PARKING LOT/GARAGE(NON.RESID.),1059669
62488,MISCELLANEOUS,20,STREET,1060617
62489,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,1510,RESIDENCE,1060665
62490,"RACIAL / ETHNIC, ETC.",110,STREET,1060557
62491,PUSH/PULL/GRAB,7,"SCHOOL, PUBLIC, BUILDING",1060576
62492,OPEN HAND STRIKE (SLAP),155,POLICE FACILITY/VEH PARKING LOT,1058856
62493,PUSH/PULL/GRAB,38,RESIDENCE PORCH/HALLWAY,1060679
62494,CLOSED HAND STRIKE (PUNCH),389,SIDEWALK,1061104
62495,EXCESSIVE FORCE / ON DUTY - INJURY,507,SIDEWALK,1061115
62496,CHOKED,415,STREET,1060641
62497,KICKED,120,RESIDENCE,1060990
62498,CLOSED HAND STRIKE (PUNCH),500,STREET,1061127
62499,OPEN HAND STRIKE (SLAP),954,RESIDENTIAL YARD (FRONT/BACK),1061122
62500,MISCELLANEOUS,1145,SIDEWALK,1061399
62501,HARASSMENT,81,POLICE FACILITY/VEH PARKING LOT,1061255
62502,PUSH/PULL/GRAB,176,STREET,1061138
62503,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,588,STREET,1060906
62504,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,441,RESIDENCE PORCH/HALLWAY,1060118
62505,"RACIAL / ETHNIC, ETC.",36,STREET,1059684
62506,PUSH/PULL/GRAB,198,STREET,1059397
62507,CLOSED HAND STRIKE (PUNCH),454,"SCHOOL, PUBLIC, BUILDING",1059593
62508,EXCESSIVE FORCE / ON DUTY - INJURY,747,RESIDENCE,1059456
62509,EXCESSIVE FORCE / OFF DUTY - INJURY,83,SIDEWALK,1059588
62510,EXCESSIVE FORCE / ON DUTY - INJURY,69,"SCHOOL, PUBLIC, GROUNDS",1059631
62511,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,469,APARTMENT,1059541
62512,MISCELLANEOUS,91,GAS STATION,1059551
62513,TAKE DOWN (THROWN TO GROUND),137,STREET,1059992
62514,STALKING,132,RESIDENCE-GARAGE,1060103
62515,INJURY,947,RESIDENCE,1059804
62516,MISCELLANEOUS,114,SIDEWALK,1059956
62517,EXCESSIVE FORCE / ON DUTY - INJURY,434,POLICE FACILITY/VEH PARKING LOT,1050856
62518,VERBAL ABUSE,125,RESIDENCE,1060028
62519,MISCELLANEOUS,254,SIDEWALK,1060115
62520,MISCELLANEOUS,539,STREET,1060554
62521,OPEN HAND STRIKE (SLAP),235,STREET,1056091
62522,MISCELLANEOUS,488,PARKING LOT/GARAGE(NON.RESID.),1060613
62523,EXCESSIVE FORCE / ON DUTY - INJURY,288,POLICE FACILITY/VEH PARKING LOT,1055381
62524,MISCELLANEOUS,253,"SCHOOL, PRIVATE, BUILDING",1060699
62525,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,93,STREET,1060704
62526,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,463,STREET,1060703
62527,MISCELLANEOUS,214,RESIDENCE,1059169
62528,EXCESSIVE FORCE / ON DUTY - INJURY,724,STREET,1059171
62529,SEXUAL ORIENTATION,157,ALLEY,1059173
62530,TAKE DOWN (THROWN TO GROUND),736,POLICE FACILITY/VEH PARKING LOT,1058985
62531,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,888,POLICE FACILITY/VEH PARKING LOT,1058688
62532,TAKE DOWN (THROWN TO GROUND),736,SIDEWALK,1058985
62533,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,888,STREET,1058688
62534,CLOSED HAND STRIKE (PUNCH),733,,1059044
62535,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,294,STREET,1058855
62536,MISCELLANEOUS,414,STREET,1059198
62537,MISCELLANEOUS,274,STREET,1059200
62538,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,176,CAR WASH,1061161
62539,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,266,STREET,1061303
62540,TASER (PROBE DISCHARGE),178,GAS STATION,1061309
62541,MISCELLANEOUS,170,STREET,1061306
62542,MISCELLANEOUS,475,POLICE FACILITY/VEH PARKING LOT,1061324
62543,MISCELLANEOUS,127,STREET,1061358
62544,EXCESSIVE FORCE / ON DUTY - NO INJURY,1177,STREET,1061264
62545,TWISTED EXTREMITIES (WRIST/ARM/LEG),45,APARTMENT,1061036
62546,STALKING,132,,1060103
62547,MISCELLANEOUS,130,RESIDENCE,1060142
62548,EXCESSIVE FORCE / OFF DUTY - INJURY,24,BAR OR TAVERN,1060047
62549,"U CONVERTED TO C.R. (RECORDS KEEPING ONLY, INITIAL)",313,APARTMENT,1060036
62550,TAKE DOWN (THROWN TO GROUND),77,STREET,1060098
62551,HANDCUFF TOO TIGHT,630,SIDEWALK,1059904
62552,MISCELLANEOUS,238,PARKING LOT/GARAGE(NON.RESID.),1059212
62553,DOMESTIC ALTERCATION - PHYSICAL ABUSE,1263,APARTMENT,1059216
62554,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,314,APARTMENT,1059133
62555,KICKED,922,APARTMENT,1059228
62556,CLOSED HAND STRIKE (PUNCH),139,STREET,1059203
62557,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,55,OTHER,1059145
62558,STOMPED / STEPPED ON,942,SIDEWALK,1059248
62559,EXCESSIVE FORCE / ON DUTY - INJURY,708,POLICE FACILITY/VEH PARKING LOT,1044885
62560,MISCELLANEOUS,470,RESIDENCE,1061372
62561,MISCELLANEOUS,491,SIDEWALK,1060344
62562,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,367,RESIDENCE,1060345
62563,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,367,POLICE FACILITY/VEH PARKING LOT,1060345
62564,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,164,STREET,1060060
62565,OPEN HAND STRIKE (SLAP),97,SIDEWALK,1060318
62566,PUSH/PULL/GRAB,93,RESIDENCE PORCH/HALLWAY,1060278
62567,DOMESTIC INCIDENT - NOT PHYSICAL,471,RESIDENCE,1060222
62568,PUSH/PULL/GRAB,239,STREET,1060731
62569,MISCELLANEOUS,80,CTA BUS STOP,1060632
62570,PUSH/PULL/GRAB,211,APARTMENT,1059266
62571,OPEN HAND STRIKE (SLAP),570,STREET,1059275
62572,MISCELLANEOUS,790,APARTMENT,1061141
62573,PUSH/PULL/GRAB,176,STREET,1061138
62574,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,167,STREET,1061409
62575,TASER (PROBE DISCHARGE),178,GAS STATION,1061309
62576,HANDCUFF TOO TIGHT,171,SIDEWALK,1061254
62577,MISCELLANEOUS,289,STREET,1061219
62578,MISCELLANEOUS,127,STREET,1061358
62579,TAKE DOWN (THROWN TO GROUND),182,"SCHOOL, PUBLIC, BUILDING",1058730
62581,TAKE DOWN (THROWN TO GROUND),736,SIDEWALK,1058985
62582,NEGLECT OF DUTY,366,STREET,1058913
62583,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,169,RESIDENCE,1058614
62584,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,970,STREET,1058646
62585,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,172,STREET,1058875
62586,MISCELLANEOUS,249,ALLEY,1060314
62587,MISCELLANEOUS,797,PARKING LOT/GARAGE(NON.RESID.),1060242
62588,MISCELLANEOUS,797,OTHER,1060242
62589,OPEN HAND STRIKE (SLAP),97,SIDEWALK,1060318
62590,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,176,CAR WASH,1061161
62591,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,302,RESIDENCE PORCH/HALLWAY,1061153
62592,MISCELLANEOUS,457,BAR OR TAVERN,1061081
62593,CLOSED HAND STRIKE (PUNCH),526,SIDEWALK,1060987
62594,PUSH/PULL/GRAB,930,STREET,1060619
62595,EXCESSIVE FORCE / ON DUTY - INJURY,1327,"SCHOOL, PUBLIC, GROUNDS",1031582
62596,PUSH/PULL/GRAB,911,STREET,1061088
62597,OPEN HAND STRIKE (SLAP),44,SIDEWALK,1060545
62598,"RACIAL / ETHNIC, ETC.",110,STREET,1060557
62599,MISCELLANEOUS,539,STREET,1060554
62600,KNEE STRIKE,291,STREET,1058924
62601,KNEE STRIKE,291,POLICE FACILITY/VEH PARKING LOT,1058924
62602,TASER (PROBE DISCHARGE),158,SIDEWALK,1059064
62603,PUSH/PULL/GRAB,104,STREET,1060770
62604,IMPROPER SEARCH OF PERSON ,727,STREET,1060499
62605,PUSH/PULL/GRAB,44,STREET,1060634
62606,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,463,STREET,1060703
62607,MISCELLANEOUS,462,POLICE FACILITY/VEH PARKING LOT,1060791
62608,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,546,STREET,1060789
62609,MISCELLANEOUS,98,CTA PLATFORM,1060795
62610,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,50,STREET,1060204
62611,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,798,ALLEY,1060217
62612,MISCELLANEOUS,403,APARTMENT,1060215
62613,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,220,SMALL RETAIL STORE,1060227
62614,DOMESTIC INCIDENT - NOT PHYSICAL,471,RESIDENCE,1060222
62615,MISCELLANEOUS,646,RESIDENTIAL YARD (FRONT/BACK),1060226
62616,PROPER CARE - INJURY / DEATH,28,POLICE FACILITY/VEH PARKING LOT,1060230
62617,MISCELLANEOUS,303,STREET,1060039
62618,TWISTED EXTREMITIES (WRIST/ARM/LEG),102,STREET,1060186
62619,"RACIAL / ETHNIC, ETC.",825,STREET,1060197
62620,MISCELLANEOUS,555,JAIL / LOCK-UP FACILITY,1060267
62621,CLOSED HAND STRIKE (PUNCH),817,RESIDENCE,1060187
62622,MISCELLANEOUS,646,RESIDENTIAL YARD (FRONT/BACK),1060226
62623,IMPROPER SEARCH OF PERSON ,727,STREET,1060499
62624,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,485,STREET,1060505
62625,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,84,POLICE FACILITY/VEH PARKING LOT,1060539
62626,"RACIAL / ETHNIC, ETC.",242,SIDEWALK,1059758
62627,MISCELLANEOUS,555,JAIL / LOCK-UP FACILITY,1060267
62628,PUSH/PULL/GRAB,170,RESIDENCE,1060536
62629,NO INJURY,108,RESIDENCE,1060078
62630,MISCELLANEOUS,377,CTA PLATFORM,1060561
62631,MISCELLANEOUS,363,POLICE FACILITY/VEH PARKING LOT,1059084
62632,MISCELLANEOUS,232,STREET,1058817
62633,EXCESSIVE FORCE / ON DUTY - NO INJURY,181,ALLEY,1058959
62634,"RACIAL / ETHNIC, ETC.",120,SIDEWALK,1059086
62635,MISCELLANEOUS,259,ALLEY,1058870
62636,EXCESSIVE FORCE / ON DUTY - NO INJURY,1002,STREET,1036476
62637,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,175,STREET,1058874
62638,MISCELLANEOUS,238,PARKING LOT/GARAGE(NON.RESID.),1059212
62639,SEXUAL ORIENTATION,157,ALLEY,1059173
62640,STOMPED / STEPPED ON,942,SIDEWALK,1059248
62641,PUSH/PULL/GRAB,225,SIDEWALK,1058974
62642,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,1510,RESIDENCE,1060665
62643,PUSH/PULL/GRAB,617,"SCHOOL, PUBLIC, BUILDING",1060805
62644,EXCESSIVE FORCE / ON DUTY - INJURY,296,STREET,1059975
62645,NO INJURY,864,STREET,1060818
62646,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,93,STREET,1060704
62647,PUSH/PULL/GRAB,190,PARKING LOT/GARAGE(NON.RESID.),1060829
62648,CHOKED,199,STREET,1060826
62649,MISCELLANEOUS,330,FACTORY/MANUFACTURING BUILDING,1059658
62650,EXCESSIVE FORCE / ON DUTY - NO INJURY,160,SIDEWALK,1059644
62651,"IMPACT WEAPON - UNAUTHORIZED (FLASHLIGHT, HANDCUFFS, ETC)",328,ALLEY,1059748
62652,MISCELLANEOUS,187,RESIDENCE,1059751
62653,DOMESTIC ALTERCATION - PHYSICAL ABUSE,431,RESIDENCE,1059579
62654,"RACIAL / ETHNIC, ETC.",242,SIDEWALK,1059758
62655,IMPACT WEAPON - AUTHORIZED (BATON / ASP),251,APARTMENT,1059760
62656,MISCELLANEOUS,771,STREET,1059707
62657,KICKED,240,SIDEWALK,1059786
62658,TAKE DOWN (THROWN TO GROUND),876,STREET,1060566
62659,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,15,POLICE FACILITY/VEH PARKING LOT,1060575
62660,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,84,POLICE FACILITY/VEH PARKING LOT,1060539
62661,PUSH/PULL/GRAB,791,SIDEWALK,1060455
62662,IMPACT WEAPON - AUTHORIZED (BATON / ASP),473,RESIDENCE,1060501
62663,DOMESTIC ALTERCATION - PHYSICAL ABUSE,1263,APARTMENT,1059216
62664,EXCESSIVE FORCE / ON DUTY - NO INJURY,449,LIBRARY,1052563
62665,TASER (PROBE DISCHARGE),268,APARTMENT,1059352
62666,EXCESSIVE FORCE / ON DUTY - INJURY,724,STREET,1059171
62667,EXCESSIVE FORCE / ON DUTY - INJURY,261,VACANT LOT/LAND,1059366
62668,HANDCUFF TOO TIGHT,416,RESIDENTIAL YARD (FRONT/BACK),1058780
62669,MISCELLANEOUS,414,STREET,1059198
62670,EXCESSIVE FORCE / ON DUTY - NO INJURY,74,POLICE FACILITY/VEH PARKING LOT,1059367
62671,MISCELLANEOUS,416,POLICE FACILITY/VEH PARKING LOT,1059381
62672,CLOSED HAND STRIKE (PUNCH),358,RESIDENCE,1059371
62673,FIREARM DISCHARGE WITH HITS / ON DUTY,1213,STREET,1060844
62674,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,15,POLICE FACILITY/VEH PARKING LOT,1060575
62675,MISCELLANEOUS,730,RESIDENCE PORCH/HALLWAY,1055395
62676,EXCESSIVE FORCE / ON DUTY - NO INJURY,239,STREET,1059827
62677,EXCESSIVE FORCE / ON DUTY - INJURY,514,"SCHOOL, PUBLIC, BUILDING",1059808
62678,SEXUAL ORIENTATION,52,SIDEWALK,1059823
62679,CLOSED HAND STRIKE (PUNCH),533,GAS STATION,1059930
62680,MISCELLANEOUS,303,STREET,1060039
62681,HANDCUFF TOO TIGHT,55,VEHICLE NON-COMMERCIAL,1060286
62682,HANDCUFF TOO TIGHT,55,POLICE FACILITY/VEH PARKING LOT,1060286
62683,EXCESSIVE FORCE / ON DUTY - NO INJURY,475,SIDEWALK,1058837
62684,PUSH/PULL/GRAB,7,"SCHOOL, PUBLIC, BUILDING",1060576
62685,IMPROPER SEARCH OF PERSON ,84,SIDEWALK,1060527
62686,FIREARM DISCHARGE NO HITS - HANDGUN,446,STREET,1058921
62687,FIREARM DISCHARGE WITH HITS - HANDGUN,919,STREET,1059373
62688,MISCELLANEOUS,397,POLICE FACILITY/VEH PARKING LOT,1057848
62689,MISCELLANEOUS,260,APARTMENT,1059390
62690,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,344,APARTMENT,1059407
62691,IMPROPER SEARCH OF PERSON ,273,STREET,1059414
62692,FIREARM DISCHARGE WITH HITS / ON DUTY,1213,STREET,1060844
62693,MISCELLANEOUS,270,POLICE FACILITY/VEH PARKING LOT,1060883
62694,KICKED,141,STREET,1059437
62695,MISCELLANEOUS,214,RESIDENCE,1059169
62696,EXCESSIVE FORCE / ON DUTY - INJURY,747,RESIDENCE,1059456
62697,PUSH/PULL/GRAB,211,APARTMENT,1059266
62698,EXCESSIVE FORCE / ON DUTY - INJURY,334,POLICE FACILITY/VEH PARKING LOT,1059474
62699,EXCESSIVE FORCE / ON DUTY - INJURY,955,RESIDENCE,1060607
62700,MISCELLANEOUS,488,PARKING LOT/GARAGE(NON.RESID.),1060613
62701,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,420,STREET,1060034
62702,PUSH/PULL/GRAB,44,STREET,1060634
62703,"RACIAL / ETHNIC, ETC.",138,STREET,1059450
62704,EXCESSIVE FORCE / ON DUTY - INJURY,950,APARTMENT,1059308
62705,MISCELLANEOUS,338,RESIDENCE PORCH/HALLWAY,1059481
62706,MISCELLANEOUS,270,POLICE FACILITY/VEH PARKING LOT,1060883
62707,CLOSED HAND STRIKE (PUNCH),59,POLICE FACILITY/VEH PARKING LOT,1060915
62708,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,588,STREET,1060906
62709,HARASSMENT,84,RESIDENCE,1060905
62710,CLOSED HAND STRIKE (PUNCH),59,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,1060915
62711,PUSH/PULL/GRAB,258,STREET,1060922
62712,TAKE DOWN (THROWN TO GROUND),531,STREET,1059547
62713,MISCELLANEOUS,260,APARTMENT,1059390
62714,KICKED,141,STREET,1059437
62715,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,469,APARTMENT,1059541
62716,ELBOW STRIKE,422,RESIDENCE,1059517
62717,PUSH/PULL/GRAB,50,STREET,1059398
62718,DOMESTIC ALTERCATION - PHYSICAL ABUSE,431,RESIDENCE,1059579
62719,TAKE DOWN (THROWN TO GROUND),531,STREET,1059547
62720,MISCELLANEOUS,330,FACTORY/MANUFACTURING BUILDING,1059658
62721,"RACIAL / ETHNIC, ETC.",825,STREET,1060197
62722,"RACIAL / ETHNIC, ETC.",158,GAS STATION,1060202
62723,MISCELLANEOUS,134,STREET,1060084
62724,MISCELLANEOUS,797,PARKING LOT/GARAGE(NON.RESID.),1060242
62725,MISCELLANEOUS,797,OTHER,1060242
62726,PUSHED TO GROUND,27,RESIDENCE,1060254
62727,MISCELLANEOUS,248,STREET,1060260
62728,"RACIAL / ETHNIC, ETC.",809,PARKING LOT/GARAGE(NON.RESID.),1059505
62729,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,63,STREET,1059513
62730,ELBOW STRIKE,422,RESIDENCE,1059517
62731,TASER (PROBE DISCHARGE),268,APARTMENT,1059352
62732,CLOSED HAND STRIKE (PUNCH),358,RESIDENCE,1059371
62733,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,344,APARTMENT,1059407
62734,IMPROPER SEARCH OF PERSON ,273,STREET,1059414
62735,EXCESSIVE FORCE / ON DUTY - INJURY,334,POLICE FACILITY/VEH PARKING LOT,1059474
62736,PUSH/PULL/GRAB,232,APARTMENT,1059306
62737,MISCELLANEOUS,338,RESIDENCE PORCH/HALLWAY,1059481
62738,EXCESSIVE FORCE / ON DUTY - NO INJURY,1533,RESIDENCE,1059527
62739,MISCELLANEOUS,91,GAS STATION,1059551
62740,EXCESSIVE FORCE / ON DUTY - INJURY,660,STREET,1060937
62741,EXCESSIVE FORCE / ON DUTY - INJURY,632,RESTAURANT,1060939
62742,PUSH/PULL/GRAB,104,STREET,1060770
62743,PUSH/PULL/GRAB,190,PARKING LOT/GARAGE(NON.RESID.),1060829
62744,CHOKED,199,STREET,1060826
62745,MISCELLANEOUS,253,"SCHOOL, PRIVATE, BUILDING",1060699
62746,MISCELLANEOUS,377,CTA PLATFORM,1060561
62747,PUSH/PULL/GRAB,617,"SCHOOL, PUBLIC, BUILDING",1060805
62748,PUSH/PULL/GRAB,239,STREET,1060731
62749,"RACIAL / ETHNIC, ETC.",138,STREET,1059450
62750,EXCESSIVE FORCE / ON DUTY - INJURY,632,RESTAURANT,1060939
62751,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,50,STREET,1060204
62752,CHOKED,212,"SCHOOL, PUBLIC, BUILDING",1060407
62753,UNNECESSARY DISPLAY OF WEAPON / OFF DUTY,220,SMALL RETAIL STORE,1060227
62755,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,441,RESIDENCE PORCH/HALLWAY,1060118
62756,MISCELLANEOUS,130,RESIDENCE,1060142
62757,PUSH/PULL/GRAB,93,RESIDENCE PORCH/HALLWAY,1060278
62758,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,798,ALLEY,1060217
62759,MISCELLANEOUS,103,CTA PLATFORM,1059419
62760,MISCELLANEOUS,403,APARTMENT,1060215
62761,EXCESSIVE FORCE / ON DUTY - NO INJURY,1533,RESIDENCE,1059527
62762,EXCESSIVE FORCE / ON DUTY - INJURY,133,APARTMENT,1059584
62763,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,63,STREET,1059513
62764,EXCESSIVE FORCE / OFF DUTY - INJURY,83,SIDEWALK,1059588
62765,NO INJURY,864,STREET,1060818
62766,PUSH/PULL/GRAB,67,CTA BUS STOP,1060964
62767,MISCELLANEOUS,38,RESIDENCE,1060626
62768,MISCELLANEOUS,462,POLICE FACILITY/VEH PARKING LOT,1060791
62769,MISCELLANEOUS,98,CTA PLATFORM,1060795
62770,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,546,STREET,1060789
62771,PUSH/PULL/GRAB,258,STREET,1060922
62772,EXCESSIVE FORCE / ON DUTY - INJURY,90,STREET,1060977
62773,PUSH/PULL/GRAB,150,RESIDENCE,1060979
62774,CLOSED HAND STRIKE (PUNCH),526,SIDEWALK,1060987
62775,EXCESSIVE FORCE / ON DUTY - INJURY,938,GAS STATION,1060989
62776,KICKED,120,RESIDENCE,1060990
62777,HARASSMENT,84,RESIDENCE,1060905
62778,HANDCUFF TOO TIGHT,55,POLICE FACILITY/VEH PARKING LOT,1060286
62779,HANDCUFF TOO TIGHT,55,VEHICLE NON-COMMERCIAL,1060286
62780,"RACIAL / ETHNIC, ETC.",512,POLICE FACILITY/VEH PARKING LOT,1056815
62781,"RACIAL / ETHNIC, ETC.",512,STREET,1056815
62782,EXCESSIVE FORCE / ON DUTY - NO INJURY,74,POLICE FACILITY/VEH PARKING LOT,1059367
62783,EXCESSIVE FORCE / ON DUTY - NO INJURY,29,STREET,1060431
62784,HANDCUFF TOO TIGHT,294,POLICE FACILITY/VEH PARKING LOT,1060429
62785,MISCELLANEOUS,248,STREET,1060260
62786,MISCELLANEOUS,249,ALLEY,1060314
62787,PROPER CARE - INJURY / DEATH,868,JAIL / LOCK-UP FACILITY,1059655
62788,MISCELLANEOUS,70,STREET,1059692
62789,MISCELLANEOUS,771,STREET,1059707
62790,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,257,STREET,1059563
62791,KNEE STRIKE,227,APARTMENT,1060081
62792,DOMESTIC ALTERCATION - PHYSICAL ABUSE,512,RESIDENCE,1060361
62793,EXCESSIVE FORCE / ON DUTY - INJURY,302,ALLEY,1063250
62794,"RACIAL / ETHNIC, ETC.",382,STREET,1063361
62795,TAKE DOWN (THROWN TO GROUND),291,ALLEY,1063356
62796,EXCESSIVE FORCE / ON DUTY - NO INJURY,1019,RESIDENCE,1063357
62797,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,231,STREET,1063364
62798,MISCELLANEOUS,358,SIDEWALK,1063371
62799,HANDCUFF TOO TIGHT,81,STREET,1063369
62800,MISCELLANEOUS,230,SIDEWALK,1065466
62801,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,110,STREET,1065477
62802,OPEN HAND STRIKE (SLAP),221,"SCHOOL, PUBLIC, BUILDING",1065487
62803,EXCESSIVE FORCE / ON DUTY - NO INJURY,108,OTHER,1065504
62804,MISCELLANEOUS,231,STREET,1065507
62805,MISCELLANEOUS,98,POLICE FACILITY/VEH PARKING LOT,1062988
62806,EXCESSIVE FORCE / ON DUTY - NO INJURY,30,APARTMENT,1063557
62807,PUSH/PULL/GRAB,20,RESTAURANT,1063319
62808,HANDCUFF TOO TIGHT,367,POLICE FACILITY/VEH PARKING LOT,1062764
62809,TAKE DOWN (THROWN TO GROUND),291,ALLEY,1063356
62810,INJURY,80,APARTMENT,1063470
62811,CHOKED,252,POLICE FACILITY/VEH PARKING LOT,1063588
62812,CLOSED HAND STRIKE (PUNCH),272,SIDEWALK,1063620
62813,PUSH/PULL/GRAB,36,RESIDENCE,1064408
62814,THREATS,644,RESIDENCE,1064239
62815,CLOSED HAND STRIKE (PUNCH),613,STREET,1064421
62816,PUSHED TO GROUND,38,APARTMENT,1064341
62817,EXCESSIVE FORCE / ON DUTY - NO INJURY,1019,RESIDENCE,1063357
62818,MISCELLANEOUS,85,RESIDENCE,1063886
62819,CHOKED,59,PARK PROPERTY,1063887
62820,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,727,RESIDENCE,1064009
62821,IMPACT WEAPON - AUTHORIZED (BATON / ASP),296,STREET,1064091
62822,MISCELLANEOUS,1322,RESIDENTIAL YARD (FRONT/BACK),1064090
62823,IMPACT WEAPON - AUTHORIZED (BATON / ASP),622,STREET,1065524
62824,DOMESTIC ALTERCATION - PHYSICAL ABUSE,179,APARTMENT,1065469
62825,UNNECESSARY PHYSICAL CONTACT / ON DUTY - NO INJURY,37,APARTMENT,1065560
62826,MISCELLANEOUS,417,CTA BUS STOP,1065443
62827,MISCELLANEOUS,359,STREET,1065361
62828,EXCESSIVE FORCE / ON DUTY - INJURY,482,SIDEWALK,1065254
62829,MISCELLANEOUS,490,STREET,1063981
62830,TASER (PROBE DISCHARGE),1062,RESIDENTIAL YARD (FRONT/BACK),1063990
62831,UNNECESSARY DISPLAY OF WEAPON / ON DUTY,727,RESIDENCE,1064009
62832,"RACIAL / ETHNIC, ETC.",249,ALLEY,1064008
62833,MISCELLANEOUS,196,STREET,1064537
62834,EXCESSIVE FORCE / ON DUTY - INJURY,412,ALLEY,1064569
62835,EXCESSIVE FORCE / ON DUTY - INJURY,1345,RESIDENTIAL YARD (FRONT/BACK),1064523
62836,CHOKED,121,POLICE FACILITY/VEH PARKING LOT,1064027
62837,EXCESSIVE FORCE / ON DUTY - INJURY,51,STREET,1064348
62838,MISCELLANEOUS,1322,RESIDENTIAL YARD (FRONT/BACK),1064090
62839,MISCELLANEOUS,104,RESIDENCE PORCH/HALLWAY,1065570
62840,"RACIAL / ETHNIC, ETC.",57,POLICE FACILITY/VEH PARKING LOT,1065581
62841,IMPACT WEAPON - AUTHORIZED (BATON / ASP),622,STREET,1065524
62842,"RACIAL / ETHNIC, ETC.",660,STREET,1065440
62843,UNNECESSARY PHYSICAL CONTACT / OFF DUTY - NO INJURY,21,DEPARTMENT STORE,1065603
62844,PUSH/PULL/GRAB,536,POLICE FACILITY/VEH PARKING LOT,1065605
62845,MISCELLANEOUS,108,PARK PROPERTY,1064078
62846,EXCESSIVE FORCE / ON DUTY - INJURY,323,GROCERY FOOD STORE,1064081
62847,MISCELLANEOUS,65,ALLEY,1064043
62848,TAKE DOWN (THROWN TO GROUND),320,RESIDENCE-GARAGE,1063827
62849,"RACIAL / ETHNIC, ETC.",478,CURRENCY EXCHANGE,1063740
62850,MISCELLANEOUS,331,RESIDENCE PORCH/HALLWAY,1063913
62851,DOMESTIC INCIDENT - NOT PHYSICAL,357,RESIDENTIAL YARD (FRONT/BACK),1064113
62852,MISCELLANEOUS,490,STREET,1063981
